,RunId,iteration,Step,width,height,numagents,max_distance,AgentID,cell
0,0,0,0,10,10,2,0.0,1,"(1, 3)"
1,0,0,0,10,10,2,0.0,2,"(1, 3)"
2,0,0,1,10,10,2,1.4142135623730951,1,"(0, 3)"
3,0,0,1,10,10,2,1.4142135623730951,2,"(1, 4)"
4,0,0,2,10,10,2,2.23606797749979,1,"(1, 3)"
5,0,0,2,10,10,2,2.23606797749979,2,"(0, 5)"
6,0,0,3,10,10,2,3.1622776601683795,1,"(0, 3)"
7,0,0,3,10,10,2,3.1622776601683795,2,"(9, 6)"
8,0,0,4,10,10,2,4.0,1,"(0, 2)"
9,0,0,4,10,10,2,4.0,2,"(0, 6)"
10,0,0,5,10,10,2,4.0,1,"(1, 3)"
11,0,0,5,10,10,2,4.0,2,"(1, 7)"
12,0,0,6,10,10,2,2.8284271247461903,1,"(0, 4)"
13,0,0,6,10,10,2,2.8284271247461903,2,"(2, 6)"
14,0,0,7,10,10,2,3.0,1,"(1, 3)"
15,0,0,7,10,10,2,3.0,2,"(1, 6)"
16,0,0,8,10,10,2,3.0,1,"(2, 3)"
17,0,0,8,10,10,2,3.0,2,"(2, 6)"
18,0,0,9,10,10,2,4.123105625617661,1,"(3, 3)"
19,0,0,9,10,10,2,4.123105625617661,2,"(2, 7)"
20,0,0,10,10,10,2,4.47213595499958,1,"(3, 4)"
21,0,0,10,10,10,2,4.47213595499958,2,"(1, 8)"
22,0,0,11,10,10,2,4.242640687119285,1,"(3, 5)"
23,0,0,11,10,10,2,4.242640687119285,2,"(0, 8)"
24,0,0,12,10,10,2,4.123105625617661,1,"(2, 5)"
25,0,0,12,10,10,2,4.123105625617661,2,"(1, 9)"
26,0,0,13,10,10,2,3.1622776601683795,1,"(1, 6)"
27,0,0,13,10,10,2,3.1622776601683795,2,"(0, 9)"
28,0,0,14,10,10,2,5.0,1,"(2, 5)"
29,0,0,14,10,10,2,5.0,2,"(9, 9)"
30,0,0,15,10,10,2,2.8284271247461903,1,"(2, 6)"
31,0,0,15,10,10,2,2.8284271247461903,2,"(0, 8)"
32,0,0,16,10,10,2,3.1622776601683795,1,"(3, 6)"
33,0,0,16,10,10,2,3.1622776601683795,2,"(0, 7)"
34,0,0,17,10,10,2,5.0,1,"(4, 7)"
35,0,0,17,10,10,2,5.0,2,"(9, 7)"
36,0,0,18,10,10,2,3.605551275463989,1,"(5, 6)"
37,0,0,18,10,10,2,3.605551275463989,2,"(8, 8)"
38,0,0,19,10,10,2,5.0,1,"(4, 6)"
39,0,0,19,10,10,2,5.0,2,"(8, 9)"
40,0,0,20,10,10,2,4.242640687119285,1,"(4, 7)"
41,0,0,20,10,10,2,4.242640687119285,2,"(7, 0)"
42,0,0,21,10,10,2,4.242640687119285,1,"(5, 7)"
43,0,0,21,10,10,2,4.242640687119285,2,"(8, 0)"
44,0,0,22,10,10,2,4.242640687119285,1,"(6, 8)"
45,0,0,22,10,10,2,4.242640687119285,2,"(9, 1)"
46,0,0,23,10,10,2,2.23606797749979,1,"(6, 9)"
47,0,0,23,10,10,2,2.23606797749979,2,"(8, 0)"
48,0,0,24,10,10,2,2.23606797749979,1,"(7, 9)"
49,0,0,24,10,10,2,2.23606797749979,2,"(9, 0)"
50,0,0,25,10,10,2,1.4142135623730951,1,"(8, 0)"
51,0,0,25,10,10,2,1.4142135623730951,2,"(9, 9)"
52,0,0,26,10,10,2,2.0,1,"(8, 1)"
53,0,0,26,10,10,2,2.0,2,"(8, 9)"
54,0,0,27,10,10,2,4.123105625617661,1,"(8, 2)"
55,0,0,27,10,10,2,4.123105625617661,2,"(7, 8)"
56,0,0,28,10,10,2,2.0,1,"(7, 1)"
57,0,0,28,10,10,2,2.0,2,"(7, 9)"
58,0,0,29,10,10,2,2.23606797749979,1,"(8, 0)"
59,0,0,29,10,10,2,2.23606797749979,2,"(7, 8)"
60,0,0,30,10,10,2,1.0,1,"(7, 9)"
61,0,0,30,10,10,2,1.0,2,"(8, 9)"
62,0,0,31,10,10,2,1.4142135623730951,1,"(6, 9)"
63,0,0,31,10,10,2,1.4142135623730951,2,"(7, 8)"
64,0,0,32,10,10,2,3.605551275463989,1,"(5, 0)"
65,0,0,32,10,10,2,3.605551275463989,2,"(7, 7)"
66,0,0,33,10,10,2,5.0,1,"(6, 1)"
67,0,0,33,10,10,2,5.0,2,"(6, 6)"
68,0,0,34,10,10,2,5.385164807134504,1,"(7, 2)"
69,0,0,34,10,10,2,5.385164807134504,2,"(5, 7)"
70,0,0,35,10,10,2,3.605551275463989,1,"(7, 1)"
71,0,0,35,10,10,2,3.605551275463989,2,"(5, 8)"
72,0,0,36,10,10,2,5.385164807134504,1,"(8, 2)"
73,0,0,36,10,10,2,5.385164807134504,2,"(6, 7)"
74,0,0,37,10,10,2,4.47213595499958,1,"(9, 1)"
75,0,0,37,10,10,2,4.47213595499958,2,"(7, 7)"
76,0,0,38,10,10,2,2.23606797749979,1,"(8, 0)"
77,0,0,38,10,10,2,2.23606797749979,2,"(7, 8)"
78,0,0,39,10,10,2,1.4142135623730951,1,"(9, 9)"
79,0,0,39,10,10,2,1.4142135623730951,2,"(8, 8)"
80,0,0,40,10,10,2,1.4142135623730951,1,"(8, 9)"
81,0,0,40,10,10,2,1.4142135623730951,2,"(7, 8)"
82,0,0,41,10,10,2,1.4142135623730951,1,"(9, 8)"
83,0,0,41,10,10,2,1.4142135623730951,2,"(8, 9)"
84,0,0,42,10,10,2,1.4142135623730951,1,"(9, 9)"
85,0,0,42,10,10,2,1.4142135623730951,2,"(8, 0)"
86,0,0,43,10,10,2,2.23606797749979,1,"(0, 0)"
87,0,0,43,10,10,2,2.23606797749979,2,"(8, 9)"
88,0,0,44,10,10,2,2.0,1,"(9, 1)"
89,0,0,44,10,10,2,2.0,2,"(9, 9)"
90,0,0,45,10,10,2,4.0,1,"(9, 2)"
91,0,0,45,10,10,2,4.0,2,"(9, 8)"
92,0,0,46,10,10,2,3.605551275463989,1,"(8, 1)"
93,0,0,46,10,10,2,3.605551275463989,2,"(0, 8)"
94,0,0,47,10,10,2,5.0990195135927845,1,"(8, 2)"
95,0,0,47,10,10,2,5.0990195135927845,2,"(9, 7)"
96,0,0,48,10,10,2,5.385164807134504,1,"(8, 3)"
97,0,0,48,10,10,2,5.385164807134504,2,"(0, 8)"
98,0,0,49,10,10,2,4.0,1,"(9, 3)"
99,0,0,49,10,10,2,4.0,2,"(9, 9)"
100,0,0,50,10,10,2,4.47213595499958,1,"(0, 3)"
101,0,0,50,10,10,2,4.47213595499958,2,"(8, 9)"
102,0,0,51,10,10,2,5.0,1,"(9, 4)"
103,0,0,51,10,10,2,5.0,2,"(9, 9)"
104,0,0,52,10,10,2,5.0,1,"(0, 5)"
105,0,0,52,10,10,2,5.0,2,"(0, 0)"
106,0,0,53,10,10,2,3.1622776601683795,1,"(0, 6)"
107,0,0,53,10,10,2,3.1622776601683795,2,"(9, 9)"
108,0,0,54,10,10,2,5.0,1,"(1, 6)"
109,0,0,54,10,10,2,5.0,2,"(8, 0)"
110,0,0,55,10,10,2,5.0,1,"(2, 7)"
111,0,0,55,10,10,2,5.0,2,"(9, 1)"
112,0,0,56,10,10,2,6.4031242374328485,1,"(3, 6)"
113,0,0,56,10,10,2,6.4031242374328485,2,"(8, 0)"
114,0,0,57,10,10,2,5.0,1,"(2, 5)"
115,0,0,57,10,10,2,5.0,2,"(9, 1)"
116,0,0,58,10,10,2,7.0710678118654755,1,"(3, 6)"
117,0,0,58,10,10,2,7.0710678118654755,2,"(8, 1)"
118,0,0,59,10,10,2,6.4031242374328485,1,"(3, 7)"
119,0,0,59,10,10,2,6.4031242374328485,2,"(9, 2)"
120,0,0,60,10,10,2,5.0,1,"(3, 8)"
121,0,0,60,10,10,2,5.0,2,"(0, 2)"
122,0,0,61,10,10,2,5.830951894845301,1,"(2, 7)"
123,0,0,61,10,10,2,5.830951894845301,2,"(9, 2)"
124,0,0,62,10,10,2,4.242640687119285,1,"(3, 8)"
125,0,0,62,10,10,2,4.242640687119285,2,"(0, 1)"
126,0,0,63,10,10,2,2.23606797749979,1,"(2, 9)"
127,0,0,63,10,10,2,2.23606797749979,2,"(0, 0)"
128,0,0,64,10,10,2,4.0,1,"(3, 0)"
129,0,0,64,10,10,2,4.0,2,"(9, 0)"
130,0,0,65,10,10,2,5.385164807134504,1,"(4, 1)"
131,0,0,65,10,10,2,5.385164807134504,2,"(9, 9)"
132,0,0,66,10,10,2,3.1622776601683795,1,"(5, 0)"
133,0,0,66,10,10,2,3.1622776601683795,2,"(8, 9)"
134,0,0,67,10,10,2,3.1622776601683795,1,"(6, 1)"
135,0,0,67,10,10,2,3.1622776601683795,2,"(7, 8)"
136,0,0,68,10,10,2,2.23606797749979,1,"(6, 0)"
137,0,0,68,10,10,2,2.23606797749979,2,"(8, 9)"
138,0,0,69,10,10,2,2.0,1,"(7, 0)"
139,0,0,69,10,10,2,2.0,2,"(9, 0)"
140,0,0,70,10,10,2,2.0,1,"(6, 0)"
141,0,0,70,10,10,2,2.0,2,"(8, 0)"
142,0,0,71,10,10,2,2.23606797749979,1,"(7, 1)"
143,0,0,71,10,10,2,2.23606797749979,2,"(8, 9)"
144,0,0,72,10,10,2,4.123105625617661,1,"(7, 2)"
145,0,0,72,10,10,2,4.123105625617661,2,"(8, 8)"
146,0,0,73,10,10,2,4.123105625617661,1,"(8, 3)"
147,0,0,73,10,10,2,4.123105625617661,2,"(7, 7)"
148,0,0,74,10,10,2,5.0,1,"(9, 4)"
149,0,0,74,10,10,2,5.0,2,"(6, 8)"
150,0,0,75,10,10,2,5.0990195135927845,1,"(8, 4)"
151,0,0,75,10,10,2,5.0990195135927845,2,"(7, 9)"
152,0,0,76,10,10,2,4.0,1,"(7, 4)"
153,0,0,76,10,10,2,4.0,2,"(7, 8)"
154,0,0,77,10,10,2,2.23606797749979,1,"(6, 5)"
155,0,0,77,10,10,2,2.23606797749979,2,"(7, 7)"
156,0,0,78,10,10,2,1.0,1,"(7, 6)"
157,0,0,78,10,10,2,1.0,2,"(6, 6)"
158,0,0,79,10,10,2,2.23606797749979,1,"(8, 7)"
159,0,0,79,10,10,2,2.23606797749979,2,"(7, 5)"
160,0,0,80,10,10,2,3.1622776601683795,1,"(7, 7)"
161,0,0,80,10,10,2,3.1622776601683795,2,"(8, 4)"
162,0,0,81,10,10,2,3.1622776601683795,1,"(7, 8)"
163,0,0,81,10,10,2,3.1622776601683795,2,"(8, 5)"
164,0,0,82,10,10,2,2.23606797749979,1,"(6, 7)"
165,0,0,82,10,10,2,2.23606797749979,2,"(7, 5)"
166,0,0,83,10,10,2,3.605551275463989,1,"(6, 8)"
167,0,0,83,10,10,2,3.605551275463989,2,"(8, 5)"
168,0,0,84,10,10,2,3.605551275463989,1,"(6, 7)"
