,RunId,iteration,Step,width,height,numagents,max_distance,AgentID,cell
0,0,0,0,10,10,2,0.0,1,"(4, 2)"
1,0,0,0,10,10,2,0.0,2,"(4, 2)"
2,0,0,1,10,10,2,1.4142135623730951,1,"(4, 3)"
3,0,0,1,10,10,2,1.4142135623730951,2,"(3, 2)"
4,0,0,2,10,10,2,2.23606797749979,1,"(5, 2)"
5,0,0,2,10,10,2,2.23606797749979,2,"(3, 1)"
6,0,0,3,10,10,2,2.23606797749979,1,"(5, 1)"
7,0,0,3,10,10,2,2.23606797749979,2,"(3, 0)"
8,0,0,4,10,10,2,2.0,1,"(4, 1)"
9,0,0,4,10,10,2,2.0,2,"(2, 1)"
10,0,0,5,10,10,2,2.8284271247461903,1,"(3, 0)"
11,0,0,5,10,10,2,2.8284271247461903,2,"(1, 2)"
12,0,0,6,10,10,2,3.0,1,"(2, 0)"
13,0,0,6,10,10,2,3.0,2,"(2, 3)"
14,0,0,7,10,10,2,2.8284271247461903,1,"(1, 0)"
15,0,0,7,10,10,2,2.8284271247461903,2,"(3, 2)"
16,0,0,8,10,10,2,2.23606797749979,1,"(2, 9)"
17,0,0,8,10,10,2,2.23606797749979,2,"(3, 1)"
18,0,0,9,10,10,2,2.23606797749979,1,"(1, 9)"
19,0,0,9,10,10,2,2.23606797749979,2,"(2, 1)"
20,0,0,10,10,10,2,1.4142135623730951,1,"(2, 9)"
21,0,0,10,10,10,2,1.4142135623730951,2,"(3, 0)"
22,0,0,11,10,10,2,1.4142135623730951,1,"(3, 8)"
23,0,0,11,10,10,2,1.4142135623730951,2,"(2, 9)"
24,0,0,12,10,10,2,1.4142135623730951,1,"(3, 7)"
25,0,0,12,10,10,2,1.4142135623730951,2,"(2, 8)"
26,0,0,13,10,10,2,1.4142135623730951,1,"(2, 8)"
27,0,0,13,10,10,2,1.4142135623730951,2,"(3, 7)"
28,0,0,14,10,10,2,1.4142135623730951,1,"(2, 9)"
29,0,0,14,10,10,2,1.4142135623730951,2,"(3, 8)"
30,0,0,15,10,10,2,2.23606797749979,1,"(2, 8)"
31,0,0,15,10,10,2,2.23606797749979,2,"(4, 9)"
32,0,0,16,10,10,2,2.0,1,"(1, 9)"
